DqId,RunId,ConfigId,TaskConfigId,TableName,RowCount,NullCount,DuplicateCount,ValidationStatus,CreatedAt,PipelineRunId
2.02608E+17,2.02608E+17,107,8564,slv_mncomprehensiveassessmentlevelofcare,1051,0,0,SUCCESS,2026-08-12T10:49:53.573Z,1325a4eb-aa02-4bc9-9fae-d06e40a0cece
2.02608E+17,2.02608E+17,106,7851,brz_MNComprehensiveAssessmentLevelOfCare,1051,0,0,SUCCESS,2026-08-12T03:48:51.003Z,72952692-3a45-4fdd-be32-4592206c2867
2.02608E+17,2.02608E+17,106,7960,brz_MNComprehensiveAssessmentLevelOfCare,1054,0,0,SUCCESS,2026-08-14T07:19:15.475Z,4f29b93d-8b22-445c-9466-6259e423edcc
2.02608E+17,2.02608E+17,106,7851,brz_MNComprehensiveAssessmentLevelOfCare,1046,0,0,SUCCESS,2026-08-11T04:11:14.720Z,6e36e3b5-c33e-4cc8-b6e2-dc5c3524428c
2.02608E+17,2.02608E+17,106,7960,brz_MNComprehensiveAssessmentLevelOfCare,1054,0,0,SUCCESS,2026-08-14T05:54:46.519Z,367e5368-81b8-4196-9731-5b3efc5e39d9
2.02608E+17,2.02608E+17,107,8564,slv_mncomprehensiveassessmentlevelofcare,1051,0,0,SUCCESS,2026-08-12T09:17:49.923Z,577435af-c452-4617-9a3c-7d2b03361707
2.02608E+17,2.02608E+17,83,211,sl_sf_users,474,0,0,SUCCESS,2026-08-21T10:43:49.843Z,45603680-296f-4487-82f1-f8045d5f38e1
2.02608E+17,2.02608E+17,43,169,br_CONSENTS,459,0,0,SUCCESS,2026-08-21T09:33:55.375Z,859bd6e7-8433-41b7-8f16-164cdd55063d
2.02608E+17,2.02608E+17,107,8560,sl_uasched,54171,0,1,FAILED,2026-08-18T09:07:45.961Z,08f45940-4fba-4d40-8013-5941939f8b2e
2.02608E+17,2.02608E+17,107,8560,sl_uasched,54297,0,1,FAILED,2026-08-19T05:36:21.947Z,05916e11-44cf-456b-ac26-991e7ff5d7aa
2.02608E+17,2.02608E+17,118,,br_NewPeriodicReassessmentCounselorReview,0,0,0,SUCCESS,2026-08-14T11:56:01.490Z,21f5cd31-796d-43ad-806e-67ead954f01a
2.02608E+17,2.02608E+17,107,8560,sl_uasched,54105,0,1,FAILED,2026-08-17T12:44:21.971Z,71c4b27b-8df0-48dd-a1ee-a6ea3a63b852
2.02608E+17,2.02608E+17,107,8560,sl_uasched,54092,0,1,FAILED,2026-08-17T11:07:18.741Z,16b28601-46b7-41d7-bb6b-81142615d65b
2.02608E+17,2.02608E+17,83,210,sl_sf_tasks,648,0,0,SUCCESS,2026-08-15T06:41:32.484Z,4b120bb3-f1e6-442e-8114-0fadc28f6b49
2.02608E+17,2.02608E+17,83,214,sl_sf_cases,808,0,0,SUCCESS,2026-08-20T15:58:23.593Z,95538f17-9d82-404e-9e3f-d1777714a921
2.02608E+17,2.02608E+17,82,203,br_sf_users,473,0,0,SUCCESS,2026-08-14T11:04:30.255Z,65af9a38-d304-499c-abe3-51037aa67f0b
2.02608E+17,2.02608E+17,82,204,br_sf_leads,121,0,0,SUCCESS,2026-08-21T02:02:45.946Z,6e633944-6270-4167-9c27-2b58aaa91b88
2.02608E+17,2.02608E+17,83,210,sl_sf_tasks,904,0,0,SUCCESS,2026-08-14T11:15:52.209Z,65af9a38-d304-499c-abe3-51037aa67f0b
2.02608E+17,2.02608E+17,83,214,sl_sf_cases,593,0,0,SUCCESS,2026-08-15T08:24:11.756Z,749d5262-86ff-40e0-8a86-2235f2d6051c
2.02608E+17,2.02608E+13,4,29,br_8x8_HistoricalCCQueueSummary,115,0,0,SUCCESS,2026-08-14T02:11:26.317Z,7582fe2a-ab67-4726-aa6a-73a8a3ff4bdb
2.02608E+17,2.02608E+17,106,7845,brz_MNComprehensiveAssessment,1128,0,0,SUCCESS,2026-08-14T05:54:46.519Z,367e5368-81b8-4196-9731-5b3efc5e39d9
2.02608E+17,2.02608E+17,107,8565,slv_vacomprehensiveassessment,1786,0,0,SUCCESS,2026-08-14T07:20:20.609Z,4f29b93d-8b22-445c-9466-6259e423edcc
2.02608E+17,2.02608E+17,106,7736,brz_MNComprehensiveAssessment,1125,0,0,SUCCESS,2026-08-12T09:15:30.604Z,577435af-c452-4617-9a3c-7d2b03361707
