ConfigId,ConfigName,PipelineName,PipelinePath,TransformationModule,SourceSystem,SourceType,TargetName,EnvironmentName,PipelineDependency,ExecutionSequence,TriggerType,TriggerFrequency,TriggeredBy,IsActive,ConnectionConfig,CreatedAt,CreatedBy,ModifiedAt,ModifiedBy
10,Verity Bronze Pipeline,nb_veritystream_src_to_brz,/notebooks/nb_veritystream_src_to_brz,,VerityStream,API,BR,DEV,,1,SCHEDULE,DAILY,Fabric,1,"{
        \"auth_type\": \"JWT\",
        \"token_url\": \"https://api.veritystream.cloud/services/oauth/api/authentication/jwt/validate\",
        \"token_response_path\": \"Value\",
        \"token_request_type\": \"json\",
        \"token_body\": {
            \"Requester\": {
                \"Key\":      \"{requester_key}\",
                \"Id\":       \"{requester_id}\",
                \"Secret\":   \"{requester_secret}\",
                \"Resource\": \"{requester_resource}\"
            },
            \"Parameters\": {}
        },
        \"request_headers\": {
            \"Content-Type\": \"application/json\"
        },
        \"secrets\": {
            \"requester_key\":      \"VERITY-REQUESTER-KEY\",
            \"requester_id\":       \"VERITY-REQUESTER-ID\",
            \"requester_secret\":   \"VERITY-REQUESTER-SECRET\",
            \"requester_resource\": \"VERITY-RESOURCE\"
        }
    }",2026-06-04T10:24:56.627Z,Dev_AK,2026-06-05T01:38:42.817Z,Dev_AK
103,Active Directory Bronze Pipeline,nb_activedirectory_src_to_brz,BHG-DATA-PLATFORM-CORE-DEV/2_Engineering/2_Transformation/ActiveDirectory/nb_activedirectory_src_to_brz,,Active Directory,API,BR,DEV,,1,SCHEDULE,DAILY,Fabric,1,"{
    \"auth_type\": \"OAUTH2\",
    \"token_url\": \"https://login.microsoftonline.com/{tenant_id}/oauth2/v2.0/token\",
    \"token_request_type\": \"form\",
    \"token_body\": {
        \"client_id\": \"{client_id}\",
        \"client_secret\": \"{client_secret}\",
        \"scope\": \"https://graph.microsoft.com/.default\",
        \"grant_type\": \"client_credentials\"
    },
    \"token_response_path\": \"access_token\",
    \"filter_expression\": \"OU=BHG Users,DC=BHG,DC=local\",
    \"request_headers\": {},
    \"secrets\": {
        \"tenant_id\": \"DATAPIPELINE-SVC-TENANID\",
        \"client_id\": \"ENTRA-ETL-SVC-ClientID\",
        \"client_secret\": \"ENTRA-ETL-SVC-SECRET\"
    }
}",2026-07-27T04:39:43.449Z,Dev_AK,2026-07-27T04:39:43.449Z,Dev_AK
73,Alloy Bronze Incidents Pipeline,nb_alloy_src_to_brz,/notebooks/nb_execute_alloyapi,,ALLOY,API,BR,DEV,ALLOY_MASTER,1,SCHEDULED,DAILY,Fabric,1,"{
            \"auth_type\"          : \"OAUTH2\",
            \"token_url\"          : \"https://BHGRecovery.AlloyService.com/API/token\",
            \"token_request_type\" : \"form\",
            \"token_response_path\": \"access_token\",
            \"jwt_mapping\"        : null,
            \"request_headers\"    : {
                \"Accept\": \"application/json\"
            },
            \"request_body\"       : {},
            \"pagination_style\"   : \"url_param\",
            \"secrets\"            : {
                \"client_id\"    : \"ALLOY-CLIENT-ID\",
                \"client_secret\": \"ALLOY-CLIENT-SECRET\"
            }
        }",2026-06-18T07:29:33.614Z,Dev_AK,2026-06-18T07:29:33.614Z,Dev_AK
135,CallBackList Bronze Pipeline,nb_callback_src_to_brz,BHG-DATA-PLATFORM-CORE-DEV/2_Engineering/2_Transformation/Callback_Lists/nb_callback_src_to_brz,,Salesforce,API,BR,DEV,,1,SCHEDULE,DAILY,Fabric,1,"{
      \"auth_type\":\"BASIC\",
      \"request_headers\":{
        \"Accept\":\"application/json\"
      },
      \"request_body\":{},
      \"secrets\":{
        \"username\":\"SALESFORCE-USERNAME\",
        \"password\":\"SALESFORCE-PASSWORD\",
        \"security_token\":\"SALESFORCE-SECURITY-TOKEN\",
        \"domain\":\"SALESFORCE-DOMAIN\"
      }
    }",2026-08-26T18:26:49.122Z,DEV_YP,2026-08-26T18:26:49.122Z,DEV_YP
94,chatmeter Bronze Pipeline,nb_chatmeter_src_to_brz,/notebooks/nb_chatmeter_src_to_brz,,Chatmeter,API,BR,DEV,,1,SCHEDULE,DAILY,Fabric,1,"{\"auth_type\":\"OAUTH2\",\"token_url\":\"https://live.chatmeter.com/v5/login\",\"token_body\":{\"username\":\"{username}\",\"password\":\"{password}\"},\"token_response_path\":\"token\",\"token_prefix\":\"\",\"secrets\":{\"username\":\"CHATMETER-USER-NAME\",\"password\":\"CHATMETER-PASSWORD\"},\"request_headers\":{},\"campaigns_url\":\"https://live.chatmeter.com/v5/reviewBuilder/campaign/get\"}",2026-07-08T03:06:46.952Z,Dev_AK,2026-07-08T03:06:46.952Z,Dev_AK
1,UKG Bronze Pipeline,nb_ukg_src_to_brz,BHG-DATA-PLATFORM-CORE-DEV/2_Engineering/2_Transformation/UKG/nb_ukg_src_to_brz,,UKG,API,BR,DEV,,1,SCHEDULE,DAILY,Fabric,1,"{
  \"auth_type\":\"BASIC\",
  \"request_headers\":{
    \"Accept\":\"application/json\",
    \"US-CUSTOMER-API-KEY\":\"{api_key}\"
  },
  \"request_body\":{},
  \"secrets\":{
    \"api_key\":\"UKG-API-KEY\",
    \"username\":\"UKG-USER-NAME\",
    \"password\":\"UKG-CREDS\"
  }
}",2026-05-31T16:22:22.162Z,DEV_YP,2026-06-05T01:00:57.318Z,DEV_YP
119,SAMMS P1/P2 Assessments Silver,pl_p1p2_assessments,BHG-DATA-PLATFORM-CORE-DEV/2_Engineering/3_Orchestration/pl_p1p2_assessments,,Bronze Lakehouse,Table,SL,DEV,,2,SCHEDULE,DAILY,Fabric,1,,2026-08-08T10:35:00.452Z,DEV_YP,2026-08-08T10:35:00.452Z,DEV_YP
82,Salesforce Bronze Pipeline,nb_salesforce_src_to_brz,/notebooks/nb_salesforce_execute,,SALESFORCE,API,BR,DEV,SALESFORCE_MASTER,1,SCHEDULE,DAILY,Fabric,1,"{
        \"auth_type\":\"SALESFORCE\",
        \"secrets\":{
            \"username\":\"SALESFORCE-USERNAME\",
            \"password\":\"SALESFORCE-PASSWORD\",
            \"security_token\":\"SALESFORCE-SECURITY-TOKEN\",
            \"domain\":\"SALESFORCE-DOMAIN\"
        }
    }",2026-07-06T19:46:51.680Z,DEV_SP,2026-07-06T19:46:51.680Z,DEV_SP
33,SAMMS FormAnswerSignatures Gold Pipeline,pl_execute_pipeline_answersignature,/pipelines/Execute_Pipeline_AnswerSignature,Versioned Gold Publish,Warehouse,TABLE,GL,DEV,FORMANSWERSIGNATURES_SILVER,3,SCHEDULE,DAILY,Fabric,0,{},2026-06-05T19:47:59.896Z,DEV_HT,2026-08-25T10:04:27.489Z,DEV_JR
30,SAMMS FormQuestionAnswers Gold Pipeline,pl_execute_form_questionanswers,/pipelines/Execute_Form_QuestionAnswer,Versioned Gold Publish,Warehouse,TABLE,GL,DEV,FORMQUESTIONANSWERS_SILVER,3,SCHEDULE,DAILY,Fabric,0,{},2026-06-05T17:02:42.889Z,DEV_HT,2026-08-25T10:04:27.489Z,DEV_JR
